Phone timestamp;RR-interval [ms]
10:42:06.182000;575
10:42:06.757000;573
10:42:07.330000;572
10:42:07.902000;571
10:42:08.473000;577
10:42:09.050000;578
10:42:09.628000;573
10:42:10.201000;574
10:42:10.775000;570
10:42:11.345000;571
10:42:11.916000;576
10:42:12.492000;577
10:42:13.069000;573
10:42:13.642000;572
10:42:14.214000;572
10:42:14.786000;570
10:42:15.356000;573
10:42:15.929000;576
10:42:16.505000;576
10:42:17.081000;574
10:42:17.655000;574
10:42:18.229000;573
10:42:18.802000;574
10:42:19.376000;572
10:42:19.948000;575
10:42:20.523000;576
10:42:21.099000;576
10:42:21.675000;575
10:42:22.250000;572
10:42:22.822000;573
10:42:23.395000;572
10:42:23.967000;574
10:42:24.541000;579
10:42:25.120000;580
10:42:25.700000;579
10:42:26.279000;575
10:42:26.854000;577
10:42:27.431000;574
10:42:28.005000;577
10:42:28.582000;579
10:42:29.161000;579
10:42:29.740000;578
10:42:30.318000;576
10:42:30.894000;577
10:42:31.471000;578
10:42:32.049000;576
10:42:32.625000;579
10:42:33.204000;580
10:42:33.784000;579
10:42:34.363000;577
10:42:34.940000;577
10:42:35.517000;577
10:42:36.094000;576
10:42:36.670000;566
10:42:37.236000;578
10:42:37.814000;578
10:42:38.392000;567
10:42:38.959000;572
10:42:39.531000;568
10:42:40.099000;572
10:42:40.671000;580
10:42:41.251000;580
10:42:41.831000;583
10:42:42.414000;586
10:42:43.000000;591
10:42:43.591000;592
10:42:44.183000;589
10:42:44.772000;591
10:42:45.363000;595
10:42:45.958000;594
10:42:46.552000;590
10:42:47.142000;591
10:42:47.733000;589
10:42:48.322000;585
10:42:48.907000;586
10:42:49.493000;589
10:42:50.082000;587
10:42:50.669000;583
10:42:51.252000;581
10:42:51.833000;579
10:42:52.412000;579
10:42:52.991000;576
10:42:53.567000;564
10:42:54.131000;588
10:42:54.719000;578
10:42:55.297000;571
10:42:55.868000;582
10:42:56.450000;575
10:42:57.025000;582
10:42:57.607000;584
10:42:58.191000;585
10:42:58.776000;588
10:42:59.364000;583
