Phone timestamp;RR-interval [ms]
09:43:58.501000;753
09:43:59.254000;711
09:43:59.965000;729
09:44:00.694000;766
09:44:01.460000;1354
09:44:02.814000;582
09:44:03.396000;410
09:44:03.806000;803
09:44:04.609000;789
09:44:05.398000;788
09:44:06.186000;807
09:44:06.993000;806
09:44:07.799000;800
09:44:08.599000;782
09:44:09.381000;788
09:44:10.169000;782
09:44:10.951000;799
09:44:11.750000;830
09:44:12.580000;823
09:44:13.403000;805
09:44:14.208000;838
09:44:15.046000;853
09:44:15.899000;824
09:44:16.723000;811
09:44:17.534000;824
09:44:18.358000;826
09:44:19.184000;819
09:44:20.003000;805
09:44:20.808000;813
09:44:21.621000;829
09:44:22.450000;811
09:44:23.261000;811
09:44:24.072000;832
09:44:24.904000;843
09:44:25.747000;822
09:44:26.569000;796
09:44:27.365000;807
09:44:28.172000;823
09:44:28.995000;807
09:44:29.802000;789
09:44:30.591000;797
09:44:31.388000;805
09:44:32.193000;793
09:44:32.986000;813
09:44:33.799000;821
09:44:34.620000;813
09:44:35.433000;808
09:44:36.241000;813
09:44:37.054000;812
09:44:37.866000;787
09:44:38.653000;769
09:44:39.422000;781
09:44:40.203000;799
09:44:41.002000;783
09:44:41.785000;801
09:44:42.586000;803
09:44:43.389000;780
09:44:44.169000;753
09:44:44.922000;754
09:44:45.676000;771
09:44:46.447000;774
09:44:47.221000;760
09:44:47.981000;760
09:44:48.741000;771
09:44:49.512000;750
09:44:50.262000;746
09:44:51.008000;723
09:44:51.731000;706
09:44:52.437000;696
09:44:53.133000;691
09:44:53.824000;710
09:44:54.534000;727
09:44:55.261000;729
09:44:55.990000;729
09:44:56.719000;751
09:44:57.470000;735
09:44:58.205000;753
09:44:58.958000;747
09:44:59.705000;746
09:45:00.451000;758
09:45:01.209000;735
09:45:01.944000;729
09:45:02.673000;747
09:45:03.420000;747
09:45:04.167000;754
09:45:04.921000;764
09:45:05.685000;748
09:45:06.433000;738
09:45:07.171000;729
09:45:07.900000;756
09:45:08.656000;760
09:45:09.416000;769
09:45:10.185000;793
09:45:10.978000;794
09:45:11.772000;810
09:45:12.582000;824
09:45:13.406000;834
09:45:14.240000;809
09:45:15.049000;814
09:45:15.863000;805
09:45:16.668000;794
09:45:17.462000;763
09:45:18.225000;739
09:45:18.964000;748
09:45:19.712000;748
09:45:20.460000;733
09:45:21.193000;747
09:45:21.940000;751
09:45:22.691000;744
09:45:23.435000;757
09:45:24.192000;765
09:45:24.957000;781
09:45:25.738000;788
09:45:26.526000;797
09:45:27.323000;810
09:45:28.133000;825
09:45:28.958000;814
09:45:29.772000;803
09:45:30.575000;825
09:45:31.400000;804
09:45:32.204000;790
09:45:32.994000;788
09:45:33.782000;753
09:45:34.535000;742
09:45:35.277000;764
09:45:36.041000;785
09:45:36.826000;792
09:45:37.618000;785
09:45:38.403000;806
09:45:39.209000;822
09:45:40.031000;816
09:45:40.847000;799
09:45:41.646000;781
09:45:42.427000;770
09:45:43.197000;771
09:45:43.968000;760
09:45:44.728000;735
09:45:45.463000;727
09:45:46.190000;740
09:45:46.930000;747
09:45:47.677000;733
09:45:48.410000;726
09:45:49.136000;715
09:45:49.851000;735
09:45:50.586000;744
09:45:51.330000;773
09:45:52.103000;780
09:45:52.883000;793
09:45:53.676000;758
09:45:54.434000;746
09:45:55.180000;750
09:45:55.930000;756
09:45:56.686000;736
09:45:57.422000;727
09:45:58.149000;728
09:45:58.877000;736
09:45:59.613000;735
09:46:00.348000;770
09:46:01.118000;800
09:46:01.918000;806
09:46:02.724000;817
09:46:03.541000;806
09:46:04.347000;806
09:46:05.153000;802
09:46:05.955000;792
09:46:06.747000;798
09:46:07.545000;784
09:46:08.329000;781
09:46:09.110000;794
09:46:09.904000;800
09:46:10.704000;766
09:46:11.470000;760
09:46:12.230000;754
09:46:12.984000;767
09:46:13.751000;777
09:46:14.528000;779
09:46:15.307000;739
09:46:16.046000;735
09:46:16.781000;721
09:46:17.502000;706
09:46:18.208000;713
09:46:18.921000;734
09:46:19.655000;752
09:46:20.407000;752
09:46:21.159000;757
09:46:21.916000;755
09:46:22.671000;771
09:46:23.442000;794
09:46:24.236000;775
09:46:25.011000;774
09:46:25.785000;780
09:46:26.565000;787
09:46:27.352000;785
09:46:28.137000;755
09:46:28.892000;748
09:46:29.640000;757
09:46:30.397000;763
09:46:31.160000;770
09:46:31.930000;743
09:46:32.673000;741
09:46:33.414000;757
09:46:34.171000;778
09:46:34.949000;790
09:46:35.739000;790
09:46:36.529000;799
09:46:37.328000;822
09:46:38.150000;842
09:46:38.992000;826
09:46:39.818000;837
09:46:40.655000;841
09:46:41.496000;820
09:46:42.316000;825
