Phone timestamp;RR-interval [ms]
11:12:01.059000;1359
11:12:02.418000;12060
11:12:01.593000;7547
11:12:00.550000;487
11:12:01.037000;479
11:12:01.516000;487
11:12:02.003000;485
11:12:02.488000;485
11:12:02.973000;482
11:12:03.455000;482
11:12:03.937000;483
11:12:04.420000;483
11:12:04.903000;480
11:12:05.383000;484
11:12:05.867000;482
11:12:06.349000;481
11:12:06.830000;481
11:12:07.311000;482
11:12:07.793000;480
11:12:08.273000;483
11:12:08.756000;481
11:12:09.237000;480
11:12:09.717000;482
11:12:10.199000;481
11:12:10.680000;480
11:12:11.160000;481
11:12:11.641000;482
11:12:12.123000;482
11:12:12.605000;482
11:12:13.087000;480
11:12:13.567000;484
11:12:14.051000;482
11:12:14.533000;482
11:12:15.015000;482
11:12:15.497000;483
11:12:15.980000;482
11:12:16.462000;483
11:12:16.945000;483
11:12:17.428000;483
11:12:17.911000;483
11:12:18.394000;480
11:12:18.874000;483
11:12:19.357000;483
11:12:19.840000;482
11:12:20.322000;483
11:12:20.805000;482
11:12:21.287000;482
11:12:21.769000;483
11:12:22.252000;481
11:12:22.733000;482
11:12:23.215000;482
11:12:23.697000;481
11:12:24.178000;483
11:12:24.661000;482
11:12:25.143000;484
11:12:25.627000;480
11:12:26.107000;482
11:12:26.589000;482
11:12:27.071000;483
11:12:27.554000;483
11:12:28.037000;484
11:12:28.521000;964
11:12:29.485000;482
11:12:29.967000;483
11:12:30.450000;482
11:12:30.932000;483
11:12:31.415000;484
11:12:31.899000;483
11:12:32.382000;481
11:12:32.863000;483
11:12:33.346000;483
11:12:33.829000;485
11:12:34.314000;483
11:12:34.797000;483
11:12:35.280000;483
11:12:35.763000;485
11:12:36.248000;482
11:12:36.730000;483
11:12:37.213000;482
11:12:37.695000;970
11:12:38.665000;484
11:12:39.149000;1453
11:12:40.602000;483
11:12:41.085000;485
11:12:41.570000;487
11:12:42.057000;483
11:12:42.540000;486
11:12:43.026000;483
11:12:43.509000;488
11:12:43.997000;487
11:12:44.484000;485
11:12:44.969000;486
11:12:45.455000;483
11:12:45.938000;488
11:12:46.426000;485
11:12:46.911000;486
11:12:47.397000;485
11:12:47.882000;486
11:12:48.368000;486
11:12:48.854000;486
11:12:49.340000;486
11:12:49.826000;490
11:12:50.316000;2337
11:12:48.358000;480
