Phone timestamp;RR-interval [ms]
09:00:21.992000;861
09:00:22.853000;903
09:00:23.756000;874
09:00:24.630000;891
09:00:25.521000;925
09:00:26.446000;905
09:00:27.351000;893
09:00:28.244000;891
09:00:29.135000;872
09:00:30.007000;808
09:00:30.815000;797
09:00:31.612000;806
09:00:32.418000;814
09:00:33.232000;796
09:00:34.028000;813
09:00:34.841000;820
09:00:35.661000;819
09:00:36.480000;799
09:00:37.279000;778
09:00:38.057000;771
09:00:38.828000;767
09:00:39.595000;766
09:00:40.361000;755
09:00:41.116000;757
09:00:41.873000;760
09:00:42.633000;751
09:00:43.384000;752
09:00:44.136000;774
09:00:44.910000;777
09:00:45.687000;772
09:00:46.459000;776
09:00:47.235000;780
09:00:48.015000;781
09:00:48.796000;762
09:00:49.558000;746
09:00:50.304000;740
09:00:51.044000;747
09:00:51.791000;746
09:00:52.537000;727
09:00:53.264000;704
09:00:53.968000;683
09:00:54.651000;670
09:00:55.321000;670
09:00:55.991000;675
09:00:56.666000;681
09:00:57.347000;690
09:00:58.037000;720
09:00:58.757000;762
09:00:59.519000;784
09:01:00.303000;769
09:01:01.072000;771
09:01:01.843000;732
09:01:02.575000;737
09:01:03.312000;703
09:01:04.015000;680
09:01:04.695000;666
09:01:05.361000;654
09:01:06.015000;641
09:01:06.656000;641
09:01:07.297000;648
09:01:07.945000;658
09:01:08.603000;669
09:01:09.272000;695
09:01:09.967000;711
09:01:10.678000;694
09:01:11.372000;707
09:01:12.079000;686
09:01:12.765000;663
09:01:13.428000;661
09:01:14.089000;653
09:01:14.742000;661
09:01:15.403000;670
09:01:16.073000;677
09:01:16.750000;697
09:01:17.447000;709
09:01:18.156000;720
09:01:18.876000;704
09:01:19.580000;694
09:01:20.274000;695
09:01:20.969000;721
09:01:21.690000;718
09:01:22.408000;695
09:01:23.103000;720
09:01:23.823000;695
09:01:24.518000;670
09:01:25.188000;655
09:01:25.843000;645
09:01:26.488000;637
09:01:27.125000;626
09:01:27.751000;623
09:01:28.374000;628
09:01:29.002000;634
09:01:29.636000;644
09:01:30.280000;649
09:01:30.929000;644
09:01:31.573000;652
09:01:32.225000;661
09:01:32.886000;669
09:01:33.555000;672
09:01:34.227000;659
09:01:34.886000;655
09:01:35.541000;653
09:01:36.194000;647
09:01:36.841000;646
09:01:37.487000;652
09:01:38.139000;651
09:01:38.790000;643
09:01:39.433000;646
09:01:40.079000;645
09:01:40.724000;653
09:01:41.377000;657
09:01:42.034000;662
09:01:42.696000;658
09:01:43.354000;655
09:01:44.009000;645
09:01:44.654000;636
09:01:45.290000;625
09:01:45.915000;622
09:01:46.537000;622
09:01:47.159000;629
09:01:47.788000;630
09:01:48.418000;635
09:01:49.053000;633
09:01:49.686000;644
09:01:50.330000;656
09:01:50.986000;648
09:01:51.634000;659
09:01:52.293000;644
09:01:52.937000;635
09:01:53.572000;621
09:01:54.193000;615
09:01:54.808000;604
09:01:55.412000;599
09:01:56.011000;591
09:01:56.602000;580
09:01:57.182000;580
09:01:57.762000;579
09:01:58.341000;587
09:01:58.928000;607
09:01:59.535000;626
09:02:00.161000;627
09:02:00.788000;635
09:02:01.423000;661
09:02:02.084000;662
09:02:02.746000;659
09:02:03.405000;651
09:02:04.056000;646
09:02:04.702000;636
09:02:05.338000;630
09:02:05.968000;621
09:02:06.589000;611
09:02:07.200000;604
09:02:07.804000;600
09:02:08.404000;592
09:02:08.996000;586
09:02:09.582000;581
09:02:10.163000;581
09:02:10.744000;579
09:02:11.323000;581
09:02:11.904000;586
09:02:12.490000;594
09:02:13.084000;594
09:02:13.678000;592
09:02:14.270000;591
09:02:14.861000;598
09:02:15.459000;614
09:02:16.073000;621
09:02:16.694000;632
09:02:17.326000;644
09:02:17.970000;664
09:02:18.634000;673
09:02:19.307000;666
09:02:19.973000;662
09:02:20.635000;659
09:02:21.294000;649
09:02:21.943000;635
09:02:22.578000;617
09:02:23.195000;613
09:02:23.808000;607
09:02:24.415000;606
09:02:25.021000;614
09:02:25.635000;623
09:02:26.258000;645
09:02:26.903000;689
09:02:27.592000;740
09:02:28.332000;776
09:02:29.108000;817
09:02:29.925000;830
09:02:30.755000;792
09:02:31.547000;765
09:02:32.312000;736
09:02:33.048000;712
09:02:33.760000;700
09:02:34.460000;694
09:02:35.154000;691
09:02:35.845000;696
09:02:36.541000;693
09:02:37.234000;693
09:02:37.927000;686
09:02:38.613000;689
09:02:39.302000;691
09:02:39.993000;675
09:02:40.668000;673
09:02:41.341000;667
